County,Station Number,name,Height(m),Easting,Northing,Latitude,Longitude,Open Year,Close Year
Galway,1226,CLEGGAN FARM,18,61000,258800,533340,100550,1971,1980
Galway,1225,COSTELLOE FISHERY,12,97455,226775,531654,93217,1960,
Galway,2521,CRAUGHWELL (Grenage),27,149720,219970,531341,84513,1985,
Galway,2526,MOYARD (Shanbolard),64,63660,258840,533343,100330,1997,
Galway,2528,BALLYFORAN (BORD NA MONA),47,179885,243300,532623,81812,1976,2019
Galway,2527,MAAM G.S.,18,96100,252400,533040,93400,1941,1988
Galway,2619,KILRICKLE G.S.,100,170000,220100,531350,82700,1943,1989
Galway,2621,BALLYFA,82,165800,226800,531726,83048,1993,2013
Galway,2626,KYLEMORE ABBEY GARDENS,61,73125,259219,533350,95439,2000,
Galway,2628,BALLINASLOE (Derrymullen),43,183350,232360,532029,81503,1985,
Galway,2627,OUGHTERARD G.S.,15,112100,242800,532540,91920,1941,1983
Galway,225,ROSMUCK (Voc.Sch.),15,92800,238500,532310,93640,1950,1963
Galway,2719,KILTORMER,78,181900,221000,531420,81615,1943,
Galway,2721,LOUGHREA (Rathruddy West),76,160015,218055,531242,83357,1998,
Galway,2728,BALLINASLOE (ST.ENDA'S),56,186700,231900,532015,81157,1988,1993
Galway,1318,SHANAGLISH G.S.,40,143900,195300,530020,85010,1943,1990
Galway,2726,LEENANE (Glanagimla),17,89560,262950,533618,94009,2005,
Galway,227,GALWAY (Grammar Sch.),20,130500,225500,531630,90230,1931,1958
Galway,1321,ARDRAHAN G.S.,43,146000,212000,530920,84825,1952,1983
Galway,1325,BALLYNAHINCH (FOR.STN.),27,75300,248600,532820,95240,1962,1985
Galway,1327,DUNMORE G.S.,61,151500,263500,533710,84400,1941,1991
Galway,1326,OWENGLIN (BARNANONG NO.2),98,73900,251400,532950,95400,1970,1981
Galway,2821,ARDRAHAN (Grannagh),46,150195,211105,530854,84442,1998,
Galway,2819,EYRECOURT G.S.,58,191100,216300,531150,80800,1943,1990
Galway,1328,WILLIAMSTOWN G.S.,88,161600,269900,534040,83450,1944,1969
Galway,2828,BALLINASLOE (Pollboy Lock),46,187255,229210,531848,81131,2002,
Galway,2919,KILLIMOR G.S.,59,180900,212800,530955,81710,1943,1984
Galway,2927,CASTLE HACKET,43,135900,250100,532950,85800,1943,1975
Galway,2926,KYLEMORE CASTLE,61,73441,258785,533350,95439,1889,1904
Galway,3021,WOODLAWN,101,168760,231600,532002,82811,2014,
Galway,721,CRAUGHWELL G.S.,27,151000,220300,531350,84400,1943,1984
Galway,3028,KILCONNEL RECTORY,98,173325,231254,531952,82404,1875,1886
Galway,3027,MILLTOWN,50,140940,262810,533643,85335,1944,
Galway,727,GALWAY (TRANS.STN.),18,130700,226100,531650,90220,1941,1956
Galway,726,LETTERFRACK G.S.,41,71200,257800,533315,95640,1950,1985
Galway,1421,GORT (Derrybrien),177,160200,202400,530415,83540,1952,1982
Galway,725,CARRAROE G.S.,18,93200,225100,531555,93605,1950,1985
Galway,1428,MOYLOUGH G.S.,78,162600,248600,532910,83350,1944,1994
Galway,1425,CLOOSH (FOR.STN.),101,110865,235215,532135,92022,1963,2017
Galway,728,BALLYGAR (AUGHRANE),59,179600,254700,533230,81830,1931,1968
Galway,1426,MOYARD,13,63000,258900,533345,100405,1980,2002
Galway,3127,GLENAMADDY (Gortnagier),84,162795,261085,533555,83346,1944,
Galway,3227,MOYCULLEN G.S.,38,121400,232700,532020,91050,1945,1985
Galway,421,GORT G.S.,24,145100,202100,530400,84910,1943,1971
Galway,426,BALLYNAKILL RECTORY,26,67300,256800,533240,100010,1935,1960
Galway,3427,GALWAY (BALLYBAAN TRANS.STN.),40,132600,226800,531715,90040,1954,1969
Galway,425,INVERIN G.S.,30,104700,222000,531425,92540,1950,1969
Galway,1526,KILLARY YOUTH HOSTEL,9,76900,265000,533713,95137,1981,1994
Galway,1525,GALWAY (COLAISTE EINDE),24,127400,224300,531550,90520,1964,1967
Galway,3627,GALWAY (THE FISHERY),11,129600,225300,531625,90320,1958,1968
Galway,3685,GORT (Derrybrien),58,159800,201890,530359,83601,2019,
Galway,3727,CONG (CLOGHER),38,113300,254800,533210,91830,1961,1991
Galway,821,BOOKEEN G.S.,47,158300,223600,531540,83730,1943,1976
Galway,3885,CLOOSH (For.Stn.),101,110845,235210,532135,92023,2018,
Galway,825,LETTERMORE G.S.,27,89600,228300,531735,93920,1950,1985
Galway,1628,CREGGS G.S.,72,175900,260600,533540,82150,1944,1991
Galway,1625,CARNA (MARINE BIOLOGY STN.),6,78200,230800,531850,94940,1967,2003
Galway,827,MOYCULLEN HSE.,122,121200,232100,532000,91100,1940,1945
Galway,3985,CONNEMARA NATIONAL PARK,58,71330,257425,533304,95632,2018,
Galway,3927,GALWAY (Univ.Coll.),14,129000,225600,531635,90350,1965,2012
Galway,1626,CONNEMARA NATIONAL PARK,58,71300,257500,533305,95633,1982,2010
Galway,828,BALLINASLOE(ST.BRIGID'S HOSP.),43,186300,230900,531940,81220,1941,1975
Galway,4027,MAAM (AGR.RES.STN.),34,93000,255200,533210,93650,1968,1978
Galway,4085,TERRYLAND WTP,16,129655,226705,531710,90320,2018,
Galway,275,MACE HEAD,21,73400,232276,531933,95403,2003,
Galway,4185,MAAM VALLEY,58,93395,255290,533213,93631,2018,
Galway,4227,CORNAMONA,30,104800,253000,533105,92610,1968,2011
Galway,4285,TUAM WWTP,58,141645,252035,533055,85250,2019,
Galway,4327,BELCLARE (AGR.RES.STN.),44,135900,246700,532800,85755,1977,1998
Galway,1725,ROUNDSTONE,15,72605,242350,532458,95500,1985,2019
Galway,4427,MAAM (AGR.RES.STN.) II,30,92200,256500,533250,93735,1978,1983
Galway,1728,AHASCRAGH G.S.,55,177800,238600,532350,82000,1944,1963
Galway,4527,HEADFORD O.P.W.,30,126930,247280,532815,90604,1981,
Galway,4627,DRUM WEST,67,124400,227900,531746,90800,1982,2013
Galway,4727,TUAM SUGAR FACTORY,37,142000,253800,533150,85230,1981,1985
Galway,128,MOUNT BELLEW N.S.,66,166800,246400,532800,83000,1928,1946
Galway,1819,PORTUMNA O.P.W.,35,187200,204600,530530,81130,1928,
Galway,4827,MAAM VALLEY,58,93390,255295,533213,93631,1983,
Galway,925,CARNA G.S.,14,78200,232100,531930,94940,1950,1985
Galway,1825,RECESS (CLOONACARTAN),15,83100,248300,532818,94540,1989,1994
Galway,921,PETERSWELL G.S.,46,150300,207300,530650,84430,1943,1972
Galway,1821,NEW INN N.S.,88,167400,227900,531800,82920,1970,1983
Galway,1827,KILCONLY G.S.,46,134900,258500,533420,85900,1941,1998
Galway,927,BALLYGLUNIN HSE.,37,146100,242000,532530,84840,1946,1961
Galway,926,CLEGGAN,17,59600,258300,533320,100710,1952,1984
Galway,1828,MOUNT BELLEW (FOR.STN.),67,165900,246400,532800,83050,1944,1993
Galway,125,RECESS (Inagh Cross),21,83600,247600,532755,94510,1955,1959
Galway,5027,OUGHTERARD (ARDNASILLAGH),18,116620,241980,532518,91518,1988,2014
Galway,1875,ATHENRY,40,147659,226804,531721,84708,2010,
Galway,521,KINVARA G.S.,11,137400,210200,530820,85610,1943,1999
Galway,525,SPIDDAL G.S.,12,112800,222400,531440,91825,1950,1976
Galway,5327,GALWAY RACECOURSE,53,133800,227500,531737,85932,2000,2000
Galway,1921,ATHENRY (MELLOWES AGR.COLL.),43,148100,226600,531715,84640,1975,2012
Galway,1925,INISHMORE,46,87200,210100,530745,94108,1995,
Galway,5427,OUGHTERARD GOLF CLUB,17,114600,242100,532518,91704,2009,
Galway,1928,MOUNT BELLEW (AGR.COLL.),66,167200,246700,532810,82940,1951,1966
Galway,5485,MOUNTBELLEW_AGRIC_COL,66,167290,246590,532807,82936,2019,
Galway,5527,MOYCULLEN (Loughwell),98,118275,229235,531827,91336,2013,
Galway,126,CLIFDEN (D.E.Schools),58,65600,251100,532935,100130,1952,1954
Galway,527,GURTEEN G.S.,96,161000,235000,532150,83510,1941,1953
Galway,526,CLIFDEN RECTORY,17,65400,250400,532910,100140,1944,1962
Galway,528,GOWLA (EXP.STN.),53,178800,246500,532805,81910,1952,1959
Galway,2021,GALWAY S.W.S.,20,132700,225600,531634,90034,1978,1990
Galway,1021,LOUGHREA G.S.,85,161800,216500,531150,83420,1943,1998
Galway,2018,CARHEENY BEG,47,144270,194250,525947,84951,1993,
Galway,1025,ROUNDSTONE G.S.,21,72300,239800,532335,95510,1950,1983
Galway,2025,COSTELLO FISHERY II,11,97700,226900,531658,93200,1996,2000
Galway,1028,KILCONNEL G.S.,91,173400,231200,531950,82400,1943,1983
Galway,5927,NUIG,9,129078,225617,531635,90350,1864,1952
Galway,2027,COROFIN G.S.,34,142600,243200,532610,85150,1941,1991
Galway,1027,ROSSCAHIL (KILLAGUILE),40,114800,238700,532330,91650,1946,1951
Galway,2026,INISHBOFIN,23,55300,265500,533708,101112,1984,
Galway,1026,OWENGLIN (BARNANONG),158,76900,252700,533035,95120,1953,1970
Galway,6027,CLONBUR_PetersburgOEC,18,108270,257275,533327,92306,2020,
Galway,6127,CONG (THE GLEBE),34,115905,256088,533253,91611,1900,1923
Galway,6227,TUAM (GARDENFIELD),47,142149,254977,533230,85225,1900,1935
Galway,321,NEW INN G.S.,88,167000,227700,531755,82940,1941,1993
Galway,6327,GALWAY-Circular_Road,54,127765,226685,531709,90502,2020,
Galway,2121,GORT (Derrybrien) II,155,159765,201910,530360,83603,1982,
Galway,2125,MACE HEAD,15,73500,232300,531933,95353,1998,2000
Galway,2126,CLEGGAN (Cloch Breac),21,60265,258135,533317,100633,1984,
Galway,2128,BALLYMOE G.S.,61,169700,271900,534145,82730,1952,1997
Galway,2127,BARNADERG G.S.,61,152100,247800,532840,84320,1941,1988
Galway,325,BALLYNAHINCH CASTLE,12,76200,247300,532740,95150,1913,1963
Galway,1121,ATHENRY (AGR.COLL.),46,148100,226800,531720,84640,1944,1975
Galway,2221,INISHERE,6,98000,202700,530355,93120,1982,2017
Galway,1125,CONNEMARA (CASHEL BAY),15,80700,242200,532500,94740,1955,1976
Galway,2228,BALLYGAR,61,178400,252500,533120,81930,1969,2011
Galway,2225,CAMUS,30,96260,237090,532227,93334,2001,
Galway,327,MONIVEA (FOR.STN.),82,153700,236300,532230,84145,1951,1952
Galway,2227,CARNDOLLA,24,132495,239655,532411,90056,1941,
Galway,2226,CLIFDEN,18,65670,249655,532848,100127,1985,
Galway,1127,TUAM (AIRGLOONEY),34,142000,253100,533130,85230,1941,1981
Galway,1126,MOYARD (BALLYNEW),15,63100,258800,533340,100400,1960,1969
Galway,2325,FURBO,72,118700,224600,531556,91309,2004,2007
Galway,2328,BALLINASLOE (THE PINES),40,186700,230700,531935,81200,1975,1988
Galway,2327,LAGHTGEORGE G.S.,14,138000,234300,532120,85550,1941,1998
Galway,621,KILCOLGAN G.S.,13,141900,218200,531240,85210,1943,1985
Galway,9726,M.OWENGLIN (EMLAUGHDAUROE),146,75000,250300,532915,95300,1954,1961
Galway,9826,M.OWENGLIN (TIEVEBAUN),274,74400,252600,533030,95335,1954,1981
Galway,9827,M.MAAM (Mt.Rinavore),389,92100,258000,533338,93745,1983,2017
Galway,625,KILRONAN G.S.,15,88300,209100,530715,94005,1950,1996
Galway,2421,KILCHREEST G.S.,64,154700,212900,530954,84040,1984,1999
Galway,9927,M.MAAM (KILMEELICKIN),314,94100,255800,533230,93550,1968,1983
Galway,2425,ROUNDSTONE_Toombeola,15,75335,244470,532609,95236,2019,
Galway,9926,M.OWENGLIN (BENBAUN),427,77700,254100,533120,95040,1953,1961
Kerry,2505,BARRADUFF G.S.,113,108100,90400,520330,92025,1951,1988
Kerry,2510,LIXNAW GARRYNAGORE,15,88400,125200,522203,93819,1985,1999
Kerry,2605,KILLORGLIN (VOC.SCH.),28,77500,96200,520615,94715,1952,1982
Kerry,1305,CASTLEISLAND (VOC.SCH.),41,100400,110100,521400,92730,1944,1988
Kerry,1309,TRALEE (LISDARA),18,84500,114900,521625,94135,1978,1979
Kerry,2705,KILLARNEY (GT.SOUTHERN HOTEL),43,97500,90800,520335,92940,1958,1968
Kerry,2710,KNOCKNAGOSHEL (Meinleitrim),183,106125,116735,521741,92236,1992,
Kerry,403,WATERVILLE (VOC.SCH.),26,50700,66800,515000,101000,1942,1946
Kerry,703,WATERVILLE OCTIVE NO.9,110,58800,70600,515210,100300,1942,
Kerry,705,KILLORGLIN (Callinafercy),14,77900,99400,520800,94700,1921,2018
Kerry,405,GAP OF DUNLOE,34,88500,81900,515840,93720,1885,2016
Kerry,2805,CASTLEISLAND O.P.W.,30,100200,109400,521340,92740,1959,1962
Kerry,2810,NORTH KERRY LANDFILL,259,95000,117400,521753,93221,1997,2014
Kerry,709,ARDFERT G.S.,23,78700,120400,521920,94645,1951,1975
Kerry,2885,BALLYBUNION WWTP,8,86630,138920,522925,94011,2019,
Kerry,2905,KILLARNEY (DROM AULINN),32,97100,90200,520315,93000,1966,1972
Kerry,2910,KNOCKNAGOSHEL (LOWER DERK),195,105400,125000,522207,92319,1999,1999
Kerry,1403,LAURAGH G.S.,8,77300,58300,514550,94640,1952,1985
Kerry,409,BALLYFERRITER G.S.,37,35400,104200,520955,102420,1950,1989
Kerry,1405,OOLAGH (Caragh River Area),98,74200,90400,520305,95005,1949,2010
Kerry,1411,BALLYLONGFORD G.S.,9,99900,144400,523230,92830,1941,1995
Kerry,3005,KILLARNEY (GOLF CLUB),9,92800,91100,520340,93350,1967,1972
Kerry,2985,DOOKS GOLF CLUB,18,68115,94350,520509,95529,2019,
Kerry,3010,LISTOWEL (Gurtocloghane),125,99900,125900,522233,92810,2000,
Kerry,3006,BARNA,226,113200,102400,521000,91605,1950,1985
Kerry,1409,CAMP (DEELIS),6,66800,110200,521340,95700,1979,1999
Kerry,3085,KILLARNEY (Muckross House),29,96990,86575,520120,93005,2019,
Kerry,3105,KILLARNEY (GORTDROMAKIERY),181,101200,83800,515950,92620,1968,1995
Kerry,3110,BROSNA (SCALP),229,111400,114800,521641,91755,2004,2013
Kerry,3205,KILLARNEY (Muckross House),58,97200,86200,520100,92955,1968,2019
Kerry,109,TRALEE (Clash),15,84700,114400,521610,94120,1937,1996
Kerry,3305,LYRANES-UPPER(CARAGH RVR.AREA),91,72500,84900,520005,95125,1969,1990
Kerry,1503,KENMARE (Doon),9,78300,67000,515030,94600,1953,1993
Kerry,1505,LYRANES (CARAGH RIVER AREA),85,72500,84100,515940,95125,1949,1969
Kerry,1510,LYREACRUMPANE (REENAGOWN),187,97300,118200,521820,93020,1947,2011
Kerry,1509,TRALEE (Lisaboula),152,87400,109900,521345,93855,1980,
Kerry,3405,KILLARNEY (LISSIVIGEEN N.S.),69,100000,89700,520300,92730,1969,1984
Kerry,3410,LISTOWEL (Bunaghara),34,103305,133215,522632,92522,2013,
Kerry,803,WATERVILLE OCTIVE NO.10,110,54800,69700,515140,100630,1942,1982
Kerry,3505,KILLARNEY (FARM CENTRE),49,96000,92100,520415,93100,1976,1992
Kerry,805,BEAUFORT G.S.,35,87800,91800,520400,93810,1941,1995
Kerry,809,BALLYHEIGUE G.S.,11,75000,128000,522320,95010,1951,1997
Kerry,3605,BAWNASKEHY CASTLEISLAND,52,101700,106400,521204,92615,1982,
Kerry,810,BALLYDUFF G.S.,36,87000,134800,522710,93945,1941,2000
Kerry,105,BALLYMACELLIGOT RECTORY,39,91900,112100,521500,93500,1929,1944
Kerry,3705,VENTRY THE BOAT SLIP,3,38400,100400,520754,102138,1982,
Kerry,1603,KILGARVAN (Gortnaboul),34,100800,73100,515405,92630,1969,
Kerry,1605,GLENVICKEE (Caragh River Area),128,74300,81700,515825,94945,1949,
Kerry,1610,BROSNA (MT.EAGLE),238,111200,112500,521525,91800,1947,2004
Kerry,1609,ARDFERT (Liscahane),30,79100,119200,521840,94625,1980,
Kerry,3805,KILLORGLIN V.S. II,34,77900,95700,520600,94655,1982,1988
Kerry,3905,GLENCAR (Dreenagh),69,69100,85200,520012,95425,1983,
Kerry,4005,MACGILLYCUDDY (L.EIGHTER),451,77900,85200,520020,94640,1983,1995
Kerry,4105,BALLINSKELLIGS THE GLEN,40,39400,69100,515103,101950,1985,
Kerry,1703,WATERVILLE OCTIVE NO.10A,163,60100,69900,515151,100150,1982,1995
Kerry,4205,CAPPANALEA GLENCAR,107,72800,89800,520245,95116,1986,1989
Kerry,1705,CLOONE LAKE (Caragh River Area),122,71200,78400,515635,95225,1949,
Kerry,1709,TRALEE (OAKVIEW),17,84200,115000,521630,94148,1982,1995
Kerry,1710,BROSNA,134,113300,118600,521845,91615,1947,1992
Kerry,4306,BALLYDESMOND (TURREENGARRIVE),299,112300,103800,521045,91655,1966,1968
Kerry,4305,DINGLE (MILLTOWN),9,42900,101500,520835,101740,1989,1995
Kerry,4405,FARRANFORE (Knockaderry),34,94000,102900,521003,93300,1993,2001
Kerry,503,KENMARE (VOC.SCH.),12,91000,70400,515230,93500,1955,1955
Kerry,903,BALLINSKELLIGS G.S.,12,43300,65900,514925,101625,1949,1972
Kerry,303,KENMARE (DROMORE CASTLE),27,81500,68400,515120,94310,1874,1958
Kerry,905,CASTLEMAINE G.S.,8,83900,103300,521010,94150,1941,1986
Kerry,4505,DEREEN,23,45800,74000,515348,101425,1995,
Kerry,505,KILLARNEY (ST.FINAN'S HOSP.),55,96400,91600,520400,93040,1889,1988
Kerry,906,RATHMORE G.S.,162,117000,93200,520505,91240,1941,1985
Kerry,4605,ROADS,125,53180,87365,520110,100822,1996,
Kerry,4606,RATHMORE CONVENT,168,114700,92500,520440,91440,1969,1982
Kerry,4611,TARBERT ISLAND,15,107800,149300,523515,92140,1968,2013
Kerry,910,KNOCKNAGOSHEL G.S.,152,106200,121100,522000,92235,1941,1995
Kerry,509,CLOGHANE,9,51100,110800,521345,101045,1950,
Kerry,1805,GLENBEIGH G.S.,23,67100,91200,520325,95615,1949,1988
Kerry,4705,DOOKS,15,67900,92400,520403,95538,1996,
Kerry,1803,DERRIANA,122,60400,73200,515336,100141,1993,
Kerry,305,VALENTIA OBSERVATORY (Manual),24,45799,78549,515617,101436,1866,2012
Kerry,1810,LISTOWEL (RATHEA),91,98700,128300,522350,92920,1948,1982
Kerry,1809,CASTLEGREGORY ROUGH POINT,11,62800,119600,521838,100041,1984,2004
Kerry,510,LYREACRUMPANE,128,98600,123700,522120,92920,1939,1964
Kerry,4805,CAMP (SLIABH),171,67300,106300,521133,95628,1997,1998
Kerry,4905,CASTLEISLAND (Kilmurry),107,105900,110300,521412,92241,1998,
Kerry,5005,FARRANFORE (KILFELIM),34,96400,106000,521145,93054,2001,2001
Kerry,309,TRALEE (DROUMAVALLA),172,87400,109600,521335,93855,1950,1984
Kerry,5105,GLENBEIGH,72,67000,91300,520329,95620,2005,2013
Kerry,103,DERRYNANE ABBEY,4,52900,58700,514540,100750,1871,1958
Kerry,1903,KENMARE,14,90700,71200,515257,93517,1994,
Kerry,5205,KNIGHTSTOWN,72,41800,77300,515532,101800,2006,2014
Kerry,1905,PORTMAGEE G.S.,6,37500,72800,515300,102135,1949,1983
Kerry,1909,DINGLE (Baile na nGall),36,38600,108400,521213,102140,1984,
Kerry,1910,LIXNAW G.S.,8,90100,129100,522410,93655,1951,1985
Kerry,5305,GLENBEIGH (Dooks),30,69245,93320,520437,95428,2013,
Kerry,5405,CLONKEEN (Upper Coomacullin),215,110260,81030,515829,91824,2018,
Kerry,1003,KILGARVAN,44,100900,73400,515415,92625,1949,1969
Kerry,203,KENMARE (Sheen Falls),15,92500,70000,515220,93340,1916,1993
Kerry,1005,FARRANFORE G.S.,43,94000,103400,521020,93300,1941,1991
Kerry,1010,LISTOWEL (TRANS.STN.),61,101600,132900,522620,92650,1941,1972
Kerry,1009,TRALEE (CAHERWEESHEEN),8,84400,112100,521510,94140,1957,1978
Kerry,2003,BLACKWATER FISHERY,40,79200,69200,515143,94511,1999,2000
Kerry,2005,CASTLEISLAND (Glountaine),241,107800,107300,521235,92055,1950,2004
Kerry,2010,LISTOWEL (INCH),15,95600,136400,522810,93210,1955,2015
Kerry,2009,ARDFERT BALLYMACQUINN,6,76500,126100,522220,94850,1985,2018
Kerry,205,KILLARNEY (The Reeks),15,83500,93700,520500,94200,1956,1957
Kerry,209,CAMP G.S.,110,69900,109400,521315,95415,1941,1982
Kerry,6006,BALLYDESMOND,201,114900,104000,521053,91439,1985,
Kerry,2103,WATERVILLE (IVERAGH LODGE),26,50267,66743,515000,101024,1900,1913
Kerry,2105,FARRANFORE (SCARTAGLIN),213,104700,105000,521120,92335,1950,1971
Kerry,2109,CAMP (GLANNAGALT),110,67600,107400,521209,95611,1993,1997
Kerry,2110,LYREACRUMPANE (CARRIGCANNON),183,97600,120600,521940,93010,1964,1985
Kerry,6385,Cloone_Lake,105,71115,78525,515640,95230,2020,
Kerry,1103,SNEEM,14,68900,66900,515020,95410,1949,
Kerry,6685,Dingle_WWTP,7,44500,100500,520806,101619,2020,
Kerry,1105,KILLARNEY (Muckross For.Stn.),32,97700,88200,520210,92930,1941,1976
Kerry,6785,Castleisland_WWTP,26,99480,109615,521346,92819,2020,
Kerry,1109,TRALEE (ST.JOHN'S SCH.),12,83100,114900,521625,94245,1969,1973
Kerry,1110,LISTOWEL G.S.,47,99000,133900,522650,92910,1941,1983
Kerry,603,KENMARE (DERREEN),24,77100,58900,514610,94650,1878,
Kerry,2205,FARRANFORE (CLOUNLEA),177,104000,99900,520835,92410,1950,2005
Kerry,2210,LISTOWEL (ST.MICHAEL'S COLL.),30,98900,134400,522705,92915,1974,1979
Kerry,2209,BLENNERVILLE (CURRAGRAIGUE),27,81600,111500,521432,94359,1996,2010
Kerry,605,KILLARNEY (B.V.M.PARK),34,97000,85700,520050,93000,1924,1991
Kerry,610,ABBEYDORNEY G.S.,24,85100,122800,522040,94110,1941,1971
Kerry,609,FENIT G.S.,9,72700,115600,521640,95155,1951,1995
Kerry,2275,VALENTIA OBSERVATORY,24,45940,78555,515618,101427,2010,
Kerry,8605,M.TORC MANGERTON NO.2A,427,95300,83400,515935,93130,1966,1991
Kerry,2305,TRALEE (BALLYDWYER),122,94200,114200,521610,93300,1950,1972
Kerry,8705,M.KILLARNEY (DROMDIRALOUGH),108,102000,85800,520055,92540,1968,1992
Kerry,2310,LISTOWEL (GROGEEN),67,101000,132800,522615,92720,1979,2004
Kerry,8805,M.TORC MANGERTON NO.7,436,97000,83400,515935,93000,1966,1991
Kerry,8905,M.BEENREAGH MTN.,491,66100,85400,520015,95700,1949,
Kerry,9005,M.BALLAGHBEAMA GAP,311,75500,78300,515635,94840,1949,
Kerry,9103,M.CUMMERAGH NO.1,305,61000,71700,515250,100110,1942,
Kerry,9105,M.BALLAGHISHEEN GAP,329,67100,79000,515650,95600,1949,1990
Kerry,9203,M.CUMMERAGH NO.2,404,63400,71200,515235,95900,1942,
Kerry,9205,M.OOLAGH MTN.,235,73700,90000,520250,95030,1949,2010
Kerry,9303,M.CUMMERAGH NO.3,543,64100,70400,515210,95825,1942,
Kerry,9305,M.TORC MANGERTON NO.1,223,95900,83100,515925,93055,1942,1991
Kerry,9406,RATHMORE_Bounard,200,111065,94065,520531,91754,2015,
Kerry,9405,M.TORC MANGERTON NO.2,411,95500,83600,515940,93120,1942,1978
Kerry,9403,M.CUMMERAGH NO.4,494,62000,69400,515135,100010,1942,
Kerry,9503,M.CUMMERAGH NO.5,396,58200,68700,515110,100330,1942,
Kerry,9505,M.TORC MANGERTON NO.4,701,97900,81700,515840,92910,1942,1991
Kerry,9603,M.CUMMERAGH NO.6,351,63400,75100,515440,95905,1942,1989
Kerry,9605,M.TORC MANGERTON NO.4A,518,98400,82900,515920,92845,1942,1991
Kerry,1205,CASTLEISLAND (Coom),157,107400,109900,521400,92120,1944,
Kerry,9703,M.CUMMERAGH NO.7,649,66500,74500,515425,95625,1942,1983
Kerry,9705,M.TORC MANGERTON NO.5,283,99600,82600,515910,92740,1942,1992
Kerry,2405,DINGLE G.S.,6,44600,100800,520815,101610,1950,1988
Kerry,1210,MOYVANE G.S.,62,107000,139600,523000,92210,1941,1995
Kerry,9803,M.CUMMERAGH NO.8,52,54700,69100,515120,100635,1942,1989
Kerry,9805,M.TORC MANGERTON NO.6,442,95600,80500,515800,93110,1942,1991
Kerry,1209,TRALEE U.D.C.,12,83200,114100,521600,94240,1975,2017
Kerry,9903,M.CUMMERAGH NO.7A,183,62700,74000,515404,95944,1977,1989
Kerry,9905,M.TORC MANGERTON NO.3,808,97500,81200,515825,92930,1942,1991
Kildare,10023,CELBRIDGE_Moortown,75,296540,235165,532129,63303,2015,
Kildare,2514,LULLYMORE (BORD NA MONA),84,271100,228900,531820,65600,1945,1992
Kildare,2814,MONASTEREVAN G.S.,67,262600,210500,530830,70350,1946,1984
Kildare,714,KILDARE (ST.BRIGID'S DEANERY),110,273200,212500,530930,65420,1939,1952
Kildare,2914,RATHANGAN G.S.,79,267000,219600,531320,65950,1946,1992
Kildare,414,MONASTEREVAN (DERRYLEA),64,259900,214700,531045,70615,1951,1952
Kildare,3323,POULAPHUCA (GEN.STN.),174,294500,208600,530710,63520,1937,2013
Kildare,423,CLANE,76,287800,227600,531730,64100,1937,1950
Kildare,3331,TIMAHOE SOUTH,88,278700,229200,531826,64910,1955,2006
Kildare,3414,ALLENWOOD (GEN.STN.),84,274800,227100,531720,65240,1949,1990
Kildare,3514,KILBERRY,61,266300,199900,530245,70040,1950,1993
Kildare,3523,KILCOCK G.S.,70,288300,240000,532410,64020,1942,1978
Kildare,3623,NAAS (TRANS.STN.),122,288900,217100,531150,64010,1943,1964
Kildare,3714,KILDARE G.S.,91,272900,212200,530920,65435,1951,1992
Kildare,3823,BALLYMORE EUSTACE D.C.W.W.,172,293300,209200,530730,63620,1944,
Kildare,3914,RATHANGAN (BALLYDERMOT),76,266000,221600,531425,70040,1955,1985
Kildare,4014,ATHY (CLOSEBURN),64,266900,194700,525955,70010,1958,1968
Kildare,4314,LULLYMORE (AGR.RES.STN.),77,269500,226200,531655,65730,1963,1990
Kildare,4423,CELBRIDGE G.S.,62,297200,233500,532035,63225,1949,1985
Kildare,4523,KILL G.S.,101,294000,222600,531445,63530,1949,1993
Kildare,4723,KILCULLEN G.S.,116,283800,209300,530740,64450,1949,1990
Kildare,1814,ATHY (VOC.SCH.),61,268600,193300,525910,65840,1943,1981
Kildare,4923,NEWBRIDGE G.S.,94,280600,215100,531050,64740,1949,1965
Kildare,5014,ATHY (THE MALTINGS),61,267500,193600,525920,65940,1981,2002
Kildare,5114,ATHY (ST.JOSEPH'S TERRACE),61,268100,194500,525950,65910,1981,2003
Kildare,5223,CLANE G.S.,73,287700,227800,531735,64105,1952,1992
Kildare,1914,BALLYTORE G.S.,99,280000,196000,530030,64830,1944,1990
Kildare,523,STRAFFAN HSE.,78,291600,229600,531830,63730,1883,1952
Kildare,5323,NAAS (C.B.S.),98,289600,219500,531305,63930,1955,
Kildare,5414,CASTLEDERMOT KILKEA HOUSE,85,274500,187700,525605,65331,1983,
Kildare,5423,BRANNOCKSTOWN (SALLYMOUNT),122,286900,209200,530735,64205,1957,1971
Kildare,5614,CURRAGH RACECOURSE,117,277800,213600,531001,65010,1984,2005
Kildare,531,TIMAHOE NORTH,88,277800,235500,532150,64950,1950,1955
Kildare,2014,CASTLEDERMOT G.S.,82,277500,184800,525430,65050,1944,1999
Kildare,5814,RATHANGAN BALLYDERMOT II,80,265800,221500,531422,70054,1985,1997
Kildare,114,ATHY (Cromaboo Bridge),56,268300,193000,525900,65900,1929,1943
Kildare,6414,ATHY (CHANTERLANDS),61,268800,193200,525905,65830,1993,
Kildare,6714,KILBERRY II,61,267300,198500,530158,65950,1999,2016
Kildare,7014,ATHY (Levitstown),61,270900,187900,525613,65642,2003,
